ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,rs_21,rs_63,rs_126,mom_126,beta_xbi,atr14,dnvol_60,review_priority,prior_fda_approvals,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
BCAB,2025-11-07,Approved,price-only,P,2025,2025-10-08,2025-10-31,45.7,-0.23523,-0.304179,0,0.171465,1.16839,1.912064,2.423221,1.4672,0.0912,0.03519,,0,693476.0,0.495908,0.081578,1,0.193367,16.3,4.129,-0.0499,IS
JNJ,2025-11-06,Approved,price-only,P,2025,2025-10-07,2025-10-30,185.6381,0.000847,-0.078532,0,-0.037861,0.037278,-0.146872,0.274118,0.2081,0.01678,0.00483,,0,1592014538.0,0.058623,0.009364,1,0.180258,17.24,4.127,-0.0495,IS
CLDX,2025-11-06,CRL,price-only,P,2025,2025-10-07,2025-10-30,26.22,-0.008391,-0.087769,0,0.022247,-0.01285,0.245888,0.666879,1.5236,0.03994,0.02443,,0,28666929.0,0.14648,0.026932,1,0.180258,17.24,4.127,-0.0495,IS
IBRX,2025-11-05,CRL,price-only,P,2025,2025-10-06,2025-10-29,2.53,-0.043478,-0.114107,0,-0.031717,-0.290235,-0.513529,-0.106007,1.5038,0.05449,0.02452,,0,28696505.0,0.054167,0.028704,1,0.223814,16.37,4.162,-0.0573,IS
BHVN,2025-11-04,CRL,price-only,P,2025,2025-10-03,2025-10-28,15.81,0.087919,0.006838,1,-0.124869,-0.093398,-0.55697,-0.230657,1.7129,0.05853,0.02974,,0,36467217.0,-0.003781,0.045765,1,0.239881,16.65,4.119,-0.0628,IS
ESLA,2025-11-03,CRL,source-verified,P,2025,2025-10-03,2025-10-27,1.31,0.740458,0.663334,1,0.104273,0.24538,0.067304,0.393617,0.4102,0.08817,0.02017,,0,124502.0,0.212963,0.045814,1,0.239881,16.65,4.119,-0.0628,IS
AGIO,2025-11-03,Approved,price-only,P,2025,2025-10-03,2025-10-27,40.5,0.063704,-0.01342,0,0.012262,-0.08964,0.135254,0.461566,1.0343,0.03688,0.02166,,0,23541618.0,0.120952,0.019599,1,0.239881,16.65,4.119,-0.0628,IS
ALVO,2025-11-02,CRL,price-only,P,2025,2025-10-03,2025-10-24,8.32,0.009615,-0.03662,0,-0.073864,-0.317486,-0.428794,-0.102481,0.3389,0.03845,0.02014,,0,2965788.0,0.046541,0.026137,1,0.239881,16.65,4.119,-0.0628,IS
AMRX,2025-10-29,Approved,price-only,P,2025,2025-09-29,2025-10-22,9.87,0.056738,-0.02294,0,-0.0677,0.021085,0.013871,0.192029,0.7378,0.0275,0.00992,STANDARD,96,16616419.0,0.032427,0.013628,1,0.19894,16.12,4.141,-0.021,IS
ONCY,2025-10-28,Approved,price-only,P,2025,2025-09-26,2025-10-21,1.29,-0.139535,-0.258065,0,0.131837,0.539688,0.969121,1.114754,0.925,0.07032,0.03407,,0,1700590.0,0.240385,0.063512,1,0.180312,15.29,4.187,-0.0224,IS
LLY,2025-10-27,Approved,price-only,P,2025,2025-09-26,2025-10-20,721.0308,0.116515,-0.008242,0,-0.098261,-0.243912,-0.260095,-0.114462,0.7229,0.02271,0.0226,,68,2459992606.0,-0.010137,0.01344,1,0.180312,15.29,4.187,-0.0224,IS
MRK,2025-10-27,Approved,price-only,P,2025,2025-09-26,2025-10-20,76.7695,0.098778,-0.02598,0,-0.141454,-0.177328,-0.230903,-0.08527,0.6882,0.01844,0.01104,,58,1025729956.0,-0.046557,0.011969,1,0.180312,15.29,4.187,-0.0224,IS
SNDX,2025-10-24,Approved,price-only,P,2025,2025-09-24,2025-10-17,15.01,-0.047302,-0.153624,0,-0.139238,0.516017,-0.002567,0.116816,1.6195,0.05099,0.02057,PRIORITY,1,31388633.0,-0.041507,0.029239,1,0.1705,16.18,4.147,-0.034,IS
BAYRY,2025-10-24,Approved,price-only,P,2025,2025-09-24,2025-10-17,8.0459,-0.030979,-0.137301,0,-0.105111,-0.116975,0.159523,0.278905,0.4895,0.01838,0.01598,,6,3007809.0,-0.00738,0.01566,1,0.1705,16.18,4.147,-0.034,IS
GSK,2025-10-23,Approved,price-only,P,2025,2025-09-23,2025-10-16,39.4877,0.080207,-0.034911,0,-0.056432,-0.095699,-0.015493,0.074414,0.4609,0.01708,0.01146,,0,155105679.0,0.008211,0.012279,1,0.154824,16.64,4.12,-0.0403,IS
GKOS,2025-10-20,Approved,price-only,P,2025,2025-09-19,2025-10-13,83.47,-0.004553,-0.106014,0,-0.153651,-0.327125,-0.274737,-0.170526,0.9584,0.04197,0.0199,STANDARD,5,71154029.0,-0.070386,0.029263,1,0.160575,15.45,4.139,-0.0539,IS
RHHBY,2025-10-20,Approved,price-only,P,2025,2025-09-19,2025-10-13,40.5081,0.083513,-0.017949,0,-0.045987,-0.094503,-0.109745,-0.005534,0.4077,0.01425,0.00866,STANDARD,19,55614141.0,0.033127,0.011377,1,0.160575,15.45,4.139,-0.0539,IS
AZN,2025-10-17,Approved,price-only,P,2025,2025-09-17,2025-10-10,153.7768,0.088042,-0.031929,0,-0.057537,-0.03994,-0.073298,0.015055,0.4599,0.01493,0.00922,,59,275762518.0,-0.018074,0.009566,1,0.142241,15.72,4.076,-0.0722,IS
AMGN,2025-10-17,Approved,price-only,P,2025,2025-09-17,2025-10-10,268.8572,0.056132,-0.063839,0,-0.093053,-0.187445,-0.211573,-0.12322,0.5416,0.01912,0.01026,STANDARD,9,565817352.0,-0.05359,0.009608,1,0.142241,15.72,4.076,-0.0722,IS
REGN,2025-10-17,CRL,price-only,P,2025,2025-09-17,2025-10-10,583.1932,-0.035645,-0.155615,0,-0.019269,0.010118,-0.205209,-0.116856,0.8693,0.02439,0.01085,,0,556661296.0,0.020195,0.017202,1,0.142241,15.72,4.076,-0.0722,IS
NVO,2025-10-15,Approved,price-only,P,2025,2025-09-15,2025-10-08,53.6523,0.071737,-0.057127,0,0.060865,-0.413097,-0.331654,-0.259195,0.6954,0.02418,0.03415,STANDARD,9,810886177.0,0.073207,0.01531,1,0.117679,15.69,4.034,-0.0882,IS
CGEM,2025-10-13,CRL,price-only,P,2025,2025-09-12,2025-10-06,6.53,-0.105666,-0.207125,0,-0.196673,-0.386181,-0.362894,-0.267937,1.0347,0.0668,0.02932,,0,3936807.0,-0.138522,0.040074,1,0.11579,14.76,4.061,-0.0679,IS
ABBV,2025-10-13,Approved,price-only,P,2025,2025-09-12,2025-10-06,213.2776,0.054273,-0.047185,0,0.032349,0.028716,-0.044325,0.050631,0.5778,0.01614,0.00681,STANDARD,96,963333518.0,0.066738,0.011188,1,0.11579,14.76,4.061,-0.0679,IS
TEVA,2025-10-10,Approved,price-only,P,2025,2025-09-10,2025-10-03,19.57,0.022483,-0.08113,0,0.089209,0.011392,0.125666,0.215528,0.7325,0.02803,0.01409,,84,194821766.0,0.191839,0.020899,1,0.101172,15.35,4.032,-0.0988,IS
REGN,2025-10-08,Approved,price-only,P,2025,2025-09-08,2025-10-01,556.2399,0.074314,0.000305,1,-0.107689,0.013159,-0.290157,-0.20833,0.8635,0.03283,0.01136,,0,579607926.0,-0.006593,0.018509,1,0.120793,15.11,4.046,-0.1029,IS
ARQT,2025-10-06,Approved,price-only,P,2025,2025-09-05,2025-09-29,17.15,0.085714,0.044255,1,0.008096,0.112961,0.086002,0.182759,1.215,0.04003,0.01917,STANDARD,2,25871164.0,0.214589,0.031739,1,0.156469,15.18,4.086,-0.0701,IS
RHHBY,2025-10-02,Approved,price-only,P,2025,2025-09-02,2025-09-25,39.7617,-0.025841,-0.058217,0,-0.024752,-0.135018,-0.071955,0.013246,0.3922,0.01401,0.00926,STANDARD,19,58698253.0,0.056128,0.012684,1,0.143376,17.17,4.277,-0.0415,IS
JAZZ,2025-10-02,Approved,price-only,P,2025,2025-09-02,2025-09-25,129.66,-0.014345,-0.046721,0,0.041523,0.053964,-0.160511,-0.07531,0.7917,0.02122,0.01142,PRIORITY,4,107525857.0,0.122403,0.022691,1,0.143376,17.17,4.277,-0.0415,IS
FBIO,2025-10-01,CRL,price-only,P,2025,2025-08-29,2025-09-24,2.58,0.430233,0.345452,1,0.34568,0.23037,0.630317,0.643312,0.6504,0.06451,0.02068,,0,991484.0,0.425414,0.040549,1,0.134709,15.36,4.227,-0.0428,IS
NVS,2025-09-30,Approved,price-only,P,2025,2025-08-29,2025-09-23,122.812,-0.029475,-0.106796,0,0.063711,-0.041499,0.190655,0.20365,0.3624,0.01219,0.00909,PRIORITY,87,156495836.0,0.097572,0.013275,1,0.134709,15.36,4.227,-0.0428,IS
JNJ,2025-09-29,Approved,price-only,P,2025,2025-08-29,2025-09-22,174.1199,-0.016707,-0.099929,0,0.034432,0.015155,0.077784,0.09078,0.2759,0.01341,0.00513,,0,1453898541.0,0.083346,0.007379,1,0.134709,15.36,4.227,-0.0428,IS
LLY,2025-09-25,Approved,price-only,P,2025,2025-08-26,2025-09-18,732.4651,0.036547,-0.03887,0,-0.125661,-0.116631,-0.194139,-0.180352,0.7893,0.03907,0.02254,,68,4807734411.0,-0.092339,0.038879,1,0.133766,14.62,4.258,-0.0397,IS
CRNX,2025-09-25,Approved,price-only,P,2025,2025-08-26,2025-09-18,30.93,0.147106,0.071689,1,-0.017674,-0.085291,-0.056202,-0.042415,1.3628,0.04557,0.01713,STANDARD,0,29911382.0,-0.001936,0.029318,1,0.133766,14.62,4.258,-0.0397,IS
BIIB,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,139.31,0.031369,0.000352,1,0.011478,-0.044344,-0.001092,-0.009457,0.7535,0.02795,0.01194,,6,207454995.0,0.05923,0.018997,1,0.147353,14.22,4.26,-0.0644,IS
AMRX,2025-09-23,Approved,price-only,P,2025,2025-08-22,2025-09-16,9.59,0.015641,-0.015375,0,0.159546,0.186444,0.233141,0.224777,0.7144,0.0302,0.01025,STANDARD,94,15076470.0,0.189826,0.018315,1,0.147353,14.22,4.26,-0.0644,IS
SRRK,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,35.49,-0.088757,-0.119774,0,-0.131764,0.017782,-0.050256,-0.058621,1.4381,0.06874,0.02419,,0,64965135.0,-0.088832,0.045254,1,0.147353,14.22,4.26,-0.0644,IS
IONS,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,42.69,0.436402,0.405386,1,-0.026393,0.136171,0.329219,0.320854,1.0444,0.03236,0.01128,,0,94154519.0,0.010414,0.022278,1,0.147353,14.22,4.26,-0.0644,IS
INCY,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,86.2,-0.035963,-0.090883,0,0.222379,0.223899,0.264255,0.22862,0.6581,0.02423,0.01143,,0,157148778.0,0.279311,0.026717,1,0.096162,15.69,4.296,-0.0413,IS
MRK,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,81.9212,-0.021852,-0.076773,0,0.008663,0.000512,0.043186,0.007551,0.5891,0.02161,0.01024,,58,969918328.0,0.067457,0.016746,1,0.096162,15.69,4.296,-0.0413,IS
JNJ,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,174.4804,0.002947,-0.051974,0,0.036258,0.077684,0.178033,0.142398,0.2558,0.01452,0.00518,,0,1439814277.0,0.088099,0.009633,1,0.096162,15.69,4.296,-0.0413,IS
KRYS,2025-09-15,Approved,price-only,P,2025,2025-08-15,2025-09-08,150.27,-0.033739,-0.075094,0,-0.028252,-0.015961,-0.034335,-0.035185,0.9891,0.04452,0.02114,,0,62300882.0,0.000799,0.036316,1,0.168957,15.09,4.328,-0.0285,IS
GMAB,2025-09-12,CRL,price-only,P,2025,2025-08-13,2025-09-05,22.67,0.214821,0.148356,1,0.029847,0.019553,0.194685,0.200106,0.6361,0.02869,0.01331,,0,24999175.0,0.056384,0.027379,1,0.15445,14.49,4.238,-0.058,IS
AMRX,2025-09-11,Approved,price-only,P,2025,2025-08-12,2025-09-04,9.02,0.058758,-0.016598,0,0.086553,0.092728,0.172311,0.134591,0.6495,0.02752,0.01069,STANDARD,94,12429076.0,0.082833,0.018285,0,0.094114,14.73,4.293,-0.0368,IS
JNJ,2025-09-09,Approved,price-only,P,2025,2025-08-08,2025-09-02,169.1047,0.034829,-0.052377,0,0.132561,0.028275,0.232815,0.147908,0.2523,0.01587,0.00546,,0,1579720699.0,0.104716,0.016698,0,0.094788,15.15,4.285,-0.0201,IS
TAK,2025-09-05,Approved,price-only,P,2025,2025-08-06,2025-08-29,14.27,0.050455,0.007265,1,-0.066696,-0.17553,0.165445,0.096009,0.2183,0.01967,0.01034,,1,79861770.0,-0.053086,0.016684,0,0.116202,16.77,4.22,-0.0204,IS
AMRX,2025-09-04,Approved,price-only,P,2025,2025-08-05,2025-08-28,8.13,0.174662,0.135053,1,-0.072418,0.027343,0.043741,-0.006112,0.6421,0.02723,0.01109,STANDARD,94,10905812.0,-0.034442,0.014186,0,0.050906,17.85,4.196,-0.0338,IS
SNY,2025-08-29,Approved,price-only,P,2025,2025-07-30,2025-08-22,46.6614,0.04264,-0.011628,0,-0.020456,-0.095922,0.04532,-0.029028,0.4143,0.01639,0.01177,,5,88879660.0,0.019458,0.011799,0,0.053338,15.48,4.376,0.0486,IS
BIIB,2025-08-29,Approved,price-only,P,2025,2025-07-30,2025-08-22,126.64,0.100047,0.04578,1,-0.031553,0.000502,-0.055214,-0.129562,0.6783,0.02654,0.01308,,6,157741881.0,0.008361,0.021851,0,0.053338,15.48,4.376,0.0486,IS
OTLK,2025-08-28,CRL,source-verified,P,2025,2025-07-29,2025-08-21,1.97,0.22335,0.17582,1,0.197158,0.276057,0.120843,0.047872,0.8322,0.08347,0.03074,,0,1768619.0,0.23125,0.043999,0,0.055024,15.98,4.33,0.027,IS
TEVA,2025-08-28,Approved,price-only,P,2025,2025-07-29,2025-08-21,16.54,0.136638,0.089108,1,-0.047219,0.046175,-0.167617,-0.240588,0.7156,0.02319,0.01622,,84,175398677.0,-0.013126,0.012352,0,0.055024,15.98,4.33,0.027,IS
LGND,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,134.92,0.150682,0.120071,1,0.131684,0.169604,0.236481,0.172911,0.7857,0.04293,0.01348,,0,23152459.0,0.181954,0.029973,0,0.078846,15.03,4.42,0.0361,IS
BNTX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,112.79,-0.01321,-0.043822,0,0.028117,0.026722,0.018285,-0.045285,1.0416,0.02351,0.0161,,0,68339742.0,0.056878,0.013583,0,0.078846,15.03,4.42,0.0361,IS
MRNA,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,33.91,-0.207019,-0.23763,0,0.196764,0.16693,-0.117546,-0.181116,1.3941,0.04097,0.02504,,0,290151423.0,0.248527,0.034114,0,0.078846,15.03,4.42,0.0361,IS
TVTX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,15.4,0.166883,0.136272,1,-0.016691,-0.238693,-0.178183,-0.241753,1.1894,0.0429,0.03365,STANDARD,1,20215498.0,0.042654,0.026036,0,0.078846,15.03,4.42,0.0361,IS
NVAX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,7.28,0.200549,0.169938,1,0.085464,0.012609,-0.146842,-0.210412,1.2834,0.04582,0.0261,,0,35809804.0,0.142857,0.030817,0,0.078846,15.03,4.42,0.0361,IS
PRTA,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,6.87,0.240175,0.209564,1,0.077114,-0.370598,-0.496609,-0.560179,0.8613,0.04068,0.04628,,0,5385813.0,0.129934,0.022108,0,0.078846,15.03,4.42,0.0361,IS
PFE,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,23.1142,0.044015,0.013404,1,-0.014343,0.020685,0.029505,-0.034065,0.5269,0.02151,0.01068,STANDARD,92,989842218.0,0.022302,0.014892,0,0.078846,15.03,4.42,0.0361,IS
MRKR,2025-08-26,CRL,price-only,P,2025,2025-07-25,2025-08-19,1.56,-0.275641,-0.289224,0,-0.00514,0.145178,-0.269966,-0.327586,1.3514,0.21886,0.03712,,0,6496827.0,0.068493,0.072635,0,0.083168,14.93,4.386,0.0188,IS
VALN,2025-08-25,Approved,price-only,P,2025,2025-07-25,2025-08-18,7.68,0.580729,0.551052,1,0.343736,0.015545,0.677873,0.620253,0.8585,0.05552,0.01372,,0,282983.0,0.335652,0.041321,0,0.083168,14.93,4.386,0.0188,IS
IONI,2025-08-21,Approved,price-only,P,2025,2025-07-22,2025-08-14,0.932,0.078326,0.045581,1,0.811106,1.592489,1.486104,1.472148,-0.0737,0.19589,0.06867,,0,40485.0,0.864,0.144645,0,0.148687,16.5,4.336,-0.0157,IS
IONS,2025-08-21,Approved,price-only,P,2025,2025-07-22,2025-08-14,41.95,0.021454,-0.011291,0,0.068464,0.322726,0.348667,0.334712,1.0299,0.03533,0.01178,,0,84068757.0,0.121358,0.026505,0,0.148687,16.5,4.336,-0.0157,IS
PTCT,2025-08-19,CRL,price-only,P,2025,2025-07-18,2025-08-12,47.63,-0.049549,-0.057083,0,-0.114204,-0.122086,0.152413,0.126804,1.0871,0.03298,0.02966,,0,54006013.0,-0.051195,0.015786,0,0.148374,16.41,4.432,0.0358,IS
PGEN,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,1.84,-0.032609,-0.005394,0,0.159959,0.166814,0.734183,0.719626,1.9366,0.0691,0.02663,,0,3887144.0,0.194805,0.050534,0,0.147472,17.16,4.455,0.0209,IS
NVO,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,63.9477,-0.238067,-0.210852,0,-0.210783,-0.132636,-0.180429,-0.194986,0.619,0.02441,0.01674,PRIORITY,9,532638906.0,-0.129577,0.02021,0,0.147472,17.16,4.455,0.0209,IS
TNXP,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,45.06,0.031735,0.05895,1,0.358438,1.642621,0.747634,0.733077,0.8125,0.06729,0.02921,STANDARD,0,29811722.0,0.218826,0.0471,0,0.147472,17.16,4.455,0.0209,IS
IBRX,2025-08-13,CRL,price-only,P,2025,2025-07-14,2025-08-06,2.9,-0.17931,-0.155066,0,-0.151252,-0.053892,0.176442,0.132813,1.5864,0.05527,0.03626,,0,20223634.0,-0.055375,0.030648,0,0.232754,17.2,4.427,0.0075,IS
INSM,2025-08-12,Approved,price-only,P,2025,2025-07-11,2025-08-05,98.18,0.13679,0.138743,1,0.059242,0.291217,0.547958,0.485101,0.8275,0.02911,0.01635,,1,509185238.0,-0.005571,0.017986,0,0.162225,16.4,4.423,0.0052,IS
PHRRF,2025-08-11,Approved,price-only,P,2025,2025-07-11,2025-08-04,0.34,0.188235,0.190534,1,1.145115,1.356294,1.256406,1.193548,0.5073,0.13676,0.04035,,0,153972.0,1.222222,0.097495,0,0.162225,16.4,4.423,0.0052,IS
AMPH,2025-08-11,Approved,price-only,P,2025,2025-07-11,2025-08-04,21.66,-0.012004,-0.009705,0,-0.215884,-0.303723,-0.322674,-0.385532,0.5532,0.03545,0.01574,,0,11905237.0,-0.180787,0.014334,0,0.162225,16.4,4.423,0.0052,IS
TEVA,2025-08-06,Approved,price-only,P,2025,2025-07-07,2025-07-30,16.85,-0.001187,-0.033013,0,-0.051665,0.06497,-0.163661,-0.235481,0.719,0.02658,0.02008,,84,178665862.0,-0.051773,0.019417,0,0.06971,17.79,4.395,0.0838,IS
JAZZ,2025-08-06,Approved,price-only,P,2025,2025-07-07,2025-07-30,107.6,0.079182,0.047356,1,-0.030325,-0.179129,-0.054449,-0.126269,0.71,0.0244,0.0191,,4,73079921.0,-0.031765,0.013351,0,0.06971,17.79,4.395,0.0838,IS
LENZ,2025-07-31,Approved,price-only,P,2025,2025-07-01,2025-07-24,30.05,0.111481,0.0584,1,-0.020102,0.144304,0.041934,-0.061231,1.4527,0.05745,0.03161,,0,10979565.0,0.02911,0.03473,0,0.024502,16.83,4.251,0.0012,IS
REGN,2025-07-30,CRL,price-only,P,2025,2025-06-30,2025-07-23,522.1387,0.090267,0.026478,1,-0.163576,-0.157739,-0.164896,-0.263158,0.8472,0.02436,0.03143,,0,704702700.0,0.070817,0.015297,0,-0.017334,16.73,4.23,-0.0059,IS
ZLAB,2025-07-30,CRL,price-only,P,2025,2025-06-30,2025-07-23,34.97,0.06863,0.004841,1,0.08611,-0.044881,0.398746,0.300484,1.0658,0.05797,0.03461,,0,38165757.0,0.160252,0.051269,0,-0.017334,16.73,4.23,-0.0059,IS
ANIK,2025-07-30,Approved,price-only,P,2025,2025-06-30,2025-07-23,10.58,0.086957,0.023168,1,-0.091177,-0.282468,-0.25385,-0.352113,0.7168,0.04105,0.03407,,0,736296.0,-0.051121,0.021742,0,-0.017334,16.73,4.23,-0.0059,IS
ASND,2025-07-28,Approved,price-only,P,2025,2025-06-27,2025-07-21,172.22,-0.024387,-0.058841,0,0.027595,0.119795,0.329293,0.232785,0.6344,0.03236,0.01552,,0,77109921.0,0.052883,0.025259,0,-0.029381,16.32,4.283,-0.0197,IS
PTCT,2025-07-28,Approved,price-only,P,2025,2025-06-27,2025-07-21,49.84,-0.039727,-0.074181,0,0.000228,-0.064273,0.190451,0.093942,1.1056,0.03011,0.03297,,0,56998216.0,0.019431,0.01308,0,-0.029381,16.32,4.283,-0.0197,IS
PHIO,2025-07-28,CRL,price-only,P,2025,2025-06-27,2025-07-21,2.17,0.101382,0.066929,1,0.031083,0.68587,0.069603,-0.026906,1.3959,0.09984,0.04666,,0,1749397.0,0.063726,0.074362,0,-0.029381,16.32,4.283,-0.0197,IS
REPL,2025-07-22,CRL,source-verified,P,2025,2025-06-20,2025-07-15,9.27,0.337648,0.294709,1,-0.003334,-0.152297,-0.126644,-0.257211,1.6736,0.06625,0.04546,,0,12622972.0,0.11018,0.037683,0,-0.048565,20.62,4.375,0.0335,IS
RHHBY,2025-07-18,CRL,price-only,P,2025,2025-06-18,2025-07-11,38.4046,0.021959,-0.030877,0,-0.027966,-0.001041,0.271664,0.156755,0.369,0.01691,0.0149,STANDARD,19,45282604.0,0.008913,0.012644,0,-0.054828,20.14,4.397,0.0331,IS
GSK,2025-07-17,Approved,price-only,P,2025,2025-06-17,2025-07-10,38.2858,-0.003525,-0.080108,0,0.016283,0.041948,0.317119,0.188747,0.4215,0.02164,0.01531,,0,181063301.0,0.05526,0.016283,0,-0.047178,21.6,4.393,0.0262,IS
CUE,2025-07-16,CRL,price-only,P,2025,2025-06-16,2025-07-09,17.7,0.327119,0.273053,1,-0.259715,-0.323276,-0.318544,-0.458716,1.0551,0.0862,0.04031,,0,109404.0,-0.186207,0.053142,0,-0.055671,19.11,4.452,0.0339,IS
CAPR,2025-07-11,CRL,source-verified,P,2025,2025-06-11,2025-07-03,13.14,-0.219939,-0.230337,0,0.786175,0.037199,0.033157,-0.115747,1.6231,0.08464,0.05883,,0,26947810.0,0.848101,0.070292,0,-0.031843,17.26,4.412,0.0218,IS
ABEO,2025-07-11,CRL,price-only,P,2025,2025-06-11,2025-07-03,6.22,-0.053055,-0.063452,0,0.048788,0.144545,0.180413,0.031509,1.184,0.05616,0.02839,,0,7561169.0,0.110714,0.031195,0,-0.031843,17.26,4.412,0.0218,IS
RARE,2025-07-11,CRL,price-only,P,2025,2025-06-11,2025-07-03,37.51,0.063983,0.053586,1,-0.02258,-0.037156,-0.091476,-0.240381,1.102,0.03427,0.02365,,0,36131473.0,0.039346,0.023176,0,-0.031843,17.26,4.412,0.0218,IS
JSPR,2025-07-07,CRL,source-verified,P,2025,2025-06-06,2025-06-30,6.01,-0.076539,-0.060838,0,0.301869,0.153948,-0.608157,-0.745555,1.3725,0.07121,0.0321,,0,1161473.0,0.356659,0.040011,0,-0.034767,16.77,4.51,0.0447,IS
CMND,2025-07-03,Approved,price-only,P,2025,2025-06-03,2025-06-26,377.6,-0.065678,-0.082038,0,-0.050528,-0.127981,-0.085974,-0.2625,0.2817,0.05584,0.02159,,0,61616.0,-0.06442,0.02153,0,-0.043948,17.69,4.46,0.0594,IS
REGN,2025-07-02,Approved,price-only,P,2025,2025-06-02,2025-06-25,488.135,0.060064,0.034989,1,-0.151617,-0.231414,-0.168344,-0.346418,0.8271,0.04904,0.03285,,0,861022702.0,-0.188364,0.052122,0,-0.05088,18.36,4.462,0.0675,IS
EXEL,2025-07-02,Approved,price-only,P,2025,2025-06-02,2025-06-25,42.88,0.015159,-0.009916,0,0.11787,0.163202,0.354481,0.176406,0.4383,0.04401,0.01661,,1,169507726.0,0.082828,0.051235,0,-0.05088,18.36,4.462,0.0675,IS
UNCY,2025-06-30,CRL,source-verified,P,2025,2025-05-30,2025-06-23,5.86,0.213311,0.174329,1,-0.055899,0.172719,0.248478,0.059674,1.087,0.08874,0.03444,,0,518719.0,-0.098462,0.050578,0,-0.107265,18.57,4.416,0.0437,IS
ABBV,2025-06-30,Approved,price-only,P,2025,2025-05-30,2025-06-23,180.2382,-0.012627,-0.051609,0,-0.00075,0.005844,0.259633,0.07083,0.4587,0.02644,0.01802,PRIORITY,96,1353422910.0,-0.037395,0.021181,0,-0.107265,18.57,4.416,0.0437,IS
TAK,2025-06-30,Approved,price-only,P,2025,2025-05-30,2025-06-23,15.03,-0.020625,-0.059607,0,0.028324,0.174326,0.328636,0.139833,0.1999,0.01716,0.01163,,1,32207444.0,0.0,0.017242,0,-0.107265,18.57,4.416,0.0437,IS
INTS,2025-06-30,CRL,price-only,P,2025,2025-05-30,2025-06-23,11.875,-0.372632,-0.411614,0,-0.146848,-0.689744,-0.645113,-0.833916,-0.1275,0.16556,0.0859,,0,410919.0,-0.150268,0.09307,0,-0.107265,18.57,4.416,0.0437,IS
BMY,2025-06-27,Approved,price-only,P,2025,2025-05-28,2025-06-20,44.2354,-0.002342,-0.048172,0,0.001206,-0.065178,-0.011016,-0.175628,0.4345,0.02921,0.01813,,21,749739076.0,-0.030747,0.023747,0,-0.107371,19.31,4.477,0.0537,IS
GSK,2025-06-24,Approved,price-only,P,2025,2025-05-23,2025-06-17,37.2641,0.027419,-0.011296,0,0.065712,0.177453,0.333156,0.181575,0.3968,0.02101,0.01433,,0,207383249.0,0.044792,0.018194,0,-0.1228,22.29,4.509,0.0264,IS
AVBP,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,20.4,0.246078,0.191296,1,-0.013502,-0.0696,-0.104436,-0.256018,1.0119,0.06173,0.02289,,0,3861713.0,-0.036372,0.026125,0,-0.1228,22.29,4.509,0.0264,IS
AZN,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,138.4046,0.044596,-0.010187,0,0.035236,0.065496,0.270951,0.119369,0.3964,0.0218,0.01507,,58,365427166.0,0.012365,0.017304,0,-0.1228,22.29,4.509,0.0264,IS
DSNKY,2025-06-23,Approved,price-only,P,2025,2025-05-23,2025-06-16,26.34,-0.080866,-0.135648,0,0.143722,0.295125,0.049955,-0.101626,0.236,0.03946,0.0155,,1,6551216.0,0.120851,0.027318,0,-0.1228,22.29,4.509,0.0264,IS
GHRS,2025-06-20,CRL,price-only,P,2025,2025-05-21,2025-06-13,11.79,0.082273,0.028447,1,0.231155,-0.013493,0.433073,0.29703,0.7799,0.08038,0.03226,,0,1575302.0,0.285714,0.049824,0,-0.144364,20.87,4.596,0.0213,IS
GILD,2025-06-18,Approved,price-only,P,2025,2025-05-19,2025-06-11,102.7352,0.029578,-0.028751,0,-0.034418,0.142797,0.366617,0.163809,0.4447,0.03366,0.0145,,6,963610668.0,0.015496,0.026845,0,-0.127071,18.14,4.475,-0.0152,IS
