This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on INV.

The portfolios are constructed at the end of June.  INV, investment, is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1
divided by t-2 total assets.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
197305,   -5.07,   -1.65,   -1.49,   -5.53,   -2.22,   -2.03,   -1.40,   -1.69,   -6.53,   -5.08,   -4.42,   -0.90,   -3.24,   -1.30,   -1.53,   -1.10,    0.67,   -5.42
197306,   -2.97,   -0.46,   -1.07,   -4.05,   -1.63,   -0.19,   -0.15,   -1.74,   -5.03,   -3.61,   -1.48,   -1.72,    0.41,   -0.54,   -0.32,    0.24,   -1.00,   -3.00
197307,    6.74,    3.55,    8.39,    6.17,    4.80,    3.70,    4.22,   11.18,    9.60,    4.63,    7.82,    3.27,    4.56,    2.99,    3.48,    5.28,    9.10,   14.67
197308,   -1.62,   -3.29,   -3.68,   -1.54,   -2.97,   -3.70,   -3.01,   -3.66,   -2.88,   -0.91,   -1.77,   -3.61,   -3.63,   -3.75,   -2.52,   -3.71,   -3.75,   -3.53
197309,    8.80,    4.48,    5.01,    8.43,    8.44,    7.66,   -0.11,    7.08,   12.11,    6.73,    9.50,    7.87,    7.26,    7.99,   -2.00,    2.57,    6.24,    8.41
197310,    1.70,   -0.36,   -0.69,    1.05,    2.07,   -1.93,    0.50,   -1.25,    1.50,    0.84,    2.89,    1.61,   -1.66,   -2.16,    0.88,   -0.01,   -2.11,    0.09
197311,  -13.81,  -10.68,  -14.52,  -13.54,  -11.80,  -10.70,  -11.79,  -15.68,  -12.24,  -14.17,  -14.32,  -10.40,  -12.43,   -9.24,  -10.82,  -13.11,  -13.41,  -19.15
197312,    3.91,    1.36,   -0.06,    3.05,    4.15,    2.68,   -1.88,    1.37,    3.74,    2.70,    5.48,    3.44,    2.30,    2.99,   -1.97,   -1.75,    0.43,    2.91
197401,    2.50,   -0.10,   -0.27,    3.33,   -0.57,    0.59,   -0.46,    0.03,    0.83,    4.61,    1.01,   -1.43,    0.96,    0.30,   -0.32,   -0.65,   -0.18,    0.36
197402,    2.46,   -0.36,   -0.46,    2.00,    0.88,    0.38,   -1.11,   -0.37,    3.54,    1.25,    3.29,   -0.47,   -0.47,    1.07,   -1.49,   -0.57,   -0.36,   -0.39
197403,   -1.80,   -2.23,   -2.30,   -1.88,   -2.27,   -2.55,   -1.51,   -2.88,   -1.85,   -1.89,   -1.66,   -2.62,   -2.04,   -2.97,   -1.45,   -1.60,   -2.53,   -3.43
197404,   -2.91,   -4.63,   -4.57,   -3.70,   -2.92,   -4.91,   -4.47,   -4.98,   -4.36,   -3.36,   -1.50,   -3.75,   -5.14,   -4.72,   -4.75,   -4.07,   -4.98,   -4.97
197405,   -4.69,   -3.56,   -3.04,   -4.68,   -5.35,   -2.64,   -2.16,   -5.49,   -5.92,   -4.07,   -4.71,   -5.73,   -3.56,   -1.89,   -3.64,   -0.11,   -4.19,   -7.55
197406,   -1.11,   -1.26,   -4.33,   -0.70,   -1.32,   -1.16,   -2.17,   -5.55,   -0.55,   -0.78,   -1.84,   -1.01,   -1.01,   -1.28,   -1.58,   -2.96,   -5.36,   -5.85
197407,   -3.60,   -7.36,   -9.63,   -3.62,   -5.37,   -7.90,   -7.41,  -10.02,   -3.34,   -3.75,   -3.58,   -6.77,   -9.09,   -7.04,   -6.20,   -8.96,  -10.50,   -9.22
197408,   -8.08,   -8.17,  -10.16,   -6.34,   -8.12,   -8.01,   -9.87,  -10.08,   -5.68,   -6.68,   -9.83,   -6.73,   -5.33,   -9.91,   -9.55,  -10.30,  -10.03,  -10.15
197409,   -7.61,  -10.53,  -14.24,   -8.27,   -9.12,   -9.71,  -12.53,  -15.36,   -8.59,   -8.11,   -6.93,  -10.84,   -7.52,  -11.33,  -12.69,  -12.31,  -15.51,  -15.13
197410,   16.78,   15.24,   20.94,   16.88,   16.91,   14.89,   18.49,   19.68,   15.38,   17.64,   16.67,   17.10,   13.65,   15.85,   15.03,   23.04,   19.50,   19.97
197411,   -1.79,   -4.30,   -4.41,   -1.76,   -1.40,   -4.36,   -5.05,   -4.99,   -1.65,   -1.82,   -1.81,   -1.07,   -3.26,   -5.20,   -6.32,   -3.48,   -4.97,   -5.02
197412,   -1.90,   -1.54,   -5.48,   -2.01,   -1.31,   -1.61,   -2.89,   -6.27,   -4.44,   -0.80,   -1.78,   -0.93,   -0.15,   -2.73,   -1.77,   -4.21,   -6.13,   -6.50
197501,   15.45,   13.23,   15.31,   15.72,   13.08,   13.35,   13.70,   16.72,   20.35,   13.54,   15.17,   11.41,   12.15,   14.30,   14.19,   13.11,   16.52,   17.05
197502,    3.39,    6.45,    6.85,    3.55,    4.43,    5.65,    8.76,    6.31,    4.76,    2.96,    3.23,    5.41,    4.76,    6.34,    9.61,    7.72,    5.61,    7.43
197503,    5.30,    1.78,    5.08,    4.75,    4.56,    1.45,    3.08,    5.14,    5.44,    4.41,    5.85,    3.52,    2.06,    0.98,    1.55,    4.98,    3.93,    7.06
197504,    4.74,    3.85,    6.75,    4.97,    3.48,    2.83,    6.92,    7.20,    4.82,    5.04,    4.52,    2.63,    2.74,    2.90,    7.65,    6.03,    5.76,    9.43
197505,    5.69,    6.00,    4.88,    6.79,    6.10,    5.37,    6.17,    4.58,    6.68,    6.84,    4.57,    7.39,    4.99,    5.67,    6.83,    5.36,    3.09,    6.81
197506,    6.20,    5.24,    4.73,    5.71,    5.73,    5.60,    4.57,    4.74,    6.54,    5.28,    6.72,    4.93,    5.97,    5.32,    4.45,    4.71,    4.41,    5.21
197507,   -4.20,   -6.87,   -6.16,   -2.21,   -6.24,   -7.29,   -6.18,   -6.20,   -3.28,   -1.74,   -6.81,   -5.87,   -6.89,   -7.68,   -6.40,   -6.03,   -6.14,   -6.32
197508,   -4.11,   -1.79,   -2.32,   -3.85,   -2.83,   -1.78,   -2.12,   -2.30,   -4.81,   -3.43,   -4.48,   -1.81,   -1.41,   -2.16,   -1.77,   -2.37,   -2.21,   -2.46
197509,   -3.64,   -2.89,   -4.62,   -3.28,   -3.35,   -2.57,   -4.34,   -4.67,   -6.71,   -1.80,   -4.14,   -2.87,   -3.01,   -2.13,   -4.16,   -4.47,   -4.62,   -4.76
197510,    7.17,    7.23,    4.37,    7.09,    7.65,    7.39,    6.18,    3.63,    4.12,    8.30,    7.28,    7.88,    6.21,    8.55,    5.81,    6.43,    4.18,    2.66
197511,    3.90,    4.30,    1.39,    2.68,    5.42,    4.47,    2.28,    1.09,    2.85,    2.62,    5.61,    5.31,    4.51,    4.44,    2.38,    2.21,    1.28,    0.76
197512,   -0.85,   -1.24,   -1.09,   -0.04,   -1.37,   -1.53,   -0.89,   -1.02,   -0.58,    0.16,   -1.96,   -1.03,   -1.89,   -1.19,   -0.34,   -1.28,   -1.67,    0.15
197601,   15.50,   12.41,   12.06,   16.63,   12.74,   12.20,   11.43,   12.88,   20.53,   15.12,   13.91,   12.04,   11.29,   13.07,   13.71,    9.82,   11.44,   15.43
197602,    4.82,    0.36,   -0.89,    5.59,    1.70,    0.27,   -0.47,   -0.78,    9.27,    4.10,    3.72,    0.50,    0.71,   -0.14,    0.55,   -1.22,   -2.19,    1.63
197603,    3.13,    2.65,    2.85,    3.83,    2.98,    2.54,    1.91,    3.22,    3.05,    4.17,    2.11,    3.52,    2.46,    2.61,    2.04,    1.81,    4.50,    1.13
197604,   -1.88,   -1.56,   -0.34,   -1.50,   -2.66,   -1.26,   -0.58,   -0.44,   -2.48,   -1.08,   -2.45,   -2.79,   -0.97,   -1.53,   -1.25,   -0.08,   -0.12,   -0.97
197605,   -1.70,   -1.75,    0.17,   -1.67,   -2.76,   -1.35,   -0.88,    0.43,   -1.72,   -1.66,   -1.75,   -3.37,   -2.80,    0.02,   -1.34,   -0.55,    0.91,   -0.40
197606,    5.65,    4.76,    3.97,    4.93,    5.24,    4.84,    4.24,    4.06,    7.24,    3.96,    6.72,    4.34,    3.39,    6.16,    4.96,    3.71,    3.52,    4.99
197607,   -0.59,   -0.28,   -0.87,    0.40,   -0.90,    0.27,   -0.56,   -1.37,    0.54,    0.31,   -1.35,   -0.47,    0.53,    0.05,   -0.91,   -0.28,   -0.47,   -2.78
197608,   -1.97,    0.79,   -0.64,   -2.57,   -1.42,    0.52,    0.95,   -1.26,   -1.76,   -3.07,   -1.49,   -1.34,    0.37,    0.66,    2.03,    0.07,   -1.44,   -0.96
197609,    2.21,    2.22,    3.05,    0.97,    2.42,    3.31,    2.06,    3.19,    0.77,    1.09,    3.17,    1.74,    2.51,    4.01,    1.04,    2.89,    3.00,    3.49
197610,   -2.72,   -1.74,   -2.18,   -2.80,   -3.35,   -2.17,   -1.30,   -2.21,   -2.98,   -2.69,   -2.66,   -4.00,   -2.79,   -1.65,   -0.26,   -2.14,   -1.52,   -3.31
197611,    1.23,    1.40,   -0.09,    2.77,    0.88,    1.48,    0.35,    0.13,    3.57,    2.28,    0.06,    1.65,    1.04,    1.84,    1.19,   -0.35,   -0.23,    0.69
197612,    8.51,    6.23,    5.05,    9.68,    7.60,    6.99,    5.24,    4.51,   10.30,    9.29,    7.59,    7.61,    6.70,    7.24,    4.71,    5.67,    4.12,    5.13
197701,   -1.45,   -3.11,   -5.19,   -0.31,   -1.89,   -2.81,   -4.20,   -6.04,    1.58,   -1.49,   -2.35,   -1.45,   -1.87,   -3.59,   -4.16,   -4.24,   -6.33,   -5.57
197702,   -1.99,   -1.42,   -1.76,   -2.07,   -2.21,   -1.82,   -0.82,   -2.35,   -1.90,   -2.18,   -1.93,   -2.47,   -2.29,   -1.43,   -0.47,   -1.11,   -2.22,   -2.56
197703,   -0.67,   -1.25,   -0.90,   -0.09,   -0.69,   -0.95,   -1.34,   -1.01,   -0.38,    0.10,   -1.13,   -0.29,   -0.25,   -1.52,   -2.02,   -0.78,   -1.31,   -0.54
197704,    1.21,    0.94,   -0.36,    1.66,    1.17,    1.88,   -0.84,    0.33,    2.73,    0.98,    0.84,    1.49,    2.73,    1.17,   -0.52,   -1.10,   -0.14,    1.05
197705,   -0.95,   -0.76,   -1.58,   -0.78,   -0.90,   -0.63,   -1.46,   -1.32,   -0.20,   -1.16,   -1.10,   -0.72,   -0.21,   -0.98,   -0.95,   -1.88,   -1.63,   -0.85
197706,    4.89,    4.35,    6.05,    4.89,    5.24,    4.29,    5.16,    5.94,    5.98,    4.18,    4.90,    5.56,    4.44,    4.16,    3.93,    6.17,    5.07,    7.25
197707,   -0.97,   -1.26,   -1.55,   -1.18,   -0.42,   -1.42,   -1.32,   -1.97,   -1.46,   -0.99,   -0.83,   -0.08,   -1.24,   -1.62,   -1.58,   -1.06,   -2.55,   -1.25
197708,   -0.67,   -1.85,   -0.80,   -1.24,   -1.83,   -1.88,   -0.74,   -1.23,   -1.57,   -1.01,   -0.26,   -3.11,   -2.40,   -1.30,   -1.16,   -0.31,   -1.62,   -0.76
197709,   -0.77,    0.54,   -0.23,   -0.62,    0.06,    0.54,   -0.03,   -0.04,   -1.65,    0.08,   -0.87,    0.86,    1.72,   -0.77,    0.37,   -0.44,   -0.21,    0.18
197710,   -4.12,   -4.05,   -3.73,   -3.76,   -3.92,   -4.12,   -3.75,   -4.10,   -4.31,   -3.40,   -4.37,   -3.54,   -4.09,   -4.16,   -4.19,   -3.31,   -4.24,   -3.92
197711,    5.98,    3.96,    4.74,    8.32,    4.71,    3.53,    4.00,    5.54,    9.32,    7.66,    4.33,    5.02,    3.51,    3.54,    4.14,    3.85,    5.43,    5.66
197712,    0.34,    0.73,    0.66,    1.30,    0.25,    0.82,    1.07,   -0.14,    1.84,    0.93,   -0.36,    0.74,    0.96,    0.67,    0.58,    1.56,   -0.22,   -0.04
197801,   -4.43,   -5.58,   -5.98,   -3.24,   -4.99,   -5.12,   -5.78,   -7.03,   -2.56,   -3.70,   -5.32,   -4.72,   -4.51,   -5.83,   -6.76,   -4.81,   -7.17,   -6.85
197802,   -0.23,   -0.56,   -1.97,    1.96,   -1.21,   -0.01,   -2.01,   -1.42,    2.31,    1.73,   -1.88,   -0.67,    1.39,   -1.65,   -1.43,   -2.57,   -1.76,   -1.00
197803,    5.12,    3.50,    2.58,    7.72,    3.35,    3.21,    2.31,    4.29,    8.75,    7.01,    3.08,    3.56,    3.41,    2.97,    3.96,    0.69,    4.92,    3.53
197804,    8.98,    7.45,   10.12,    8.27,    7.63,    6.96,    9.63,    9.98,    8.30,    8.26,    9.57,    6.10,    5.19,    9.10,    8.99,   10.27,    9.45,   10.63
197805,    3.93,    1.65,    2.29,    6.28,    2.03,    2.11,    1.14,    2.95,    7.44,    5.45,    2.06,    2.01,    1.42,    2.91,    0.72,    1.55,    2.73,    3.21
197806,   -0.87,   -1.51,   -0.92,   -0.70,   -0.99,   -1.82,   -1.13,   -0.88,   -1.38,   -0.21,   -1.00,   -0.99,   -1.61,   -2.06,   -1.28,   -0.98,   -0.57,   -1.25
197807,    5.74,    5.52,    6.11,    5.84,    5.58,    5.71,    5.10,    6.78,    6.38,    5.55,    5.67,    5.53,    5.31,    6.17,    5.15,    5.02,    6.43,    7.21
197808,    5.35,    3.63,    5.19,    5.80,    4.03,    3.65,    4.00,    5.77,    6.15,    5.62,    5.04,    3.47,    2.89,    4.53,    3.83,    4.23,    4.80,    6.93
197809,    0.24,   -0.73,   -1.92,   -0.12,   -0.28,   -1.05,   -0.81,   -2.09,   -0.06,   -0.15,    0.48,   -0.72,   -0.63,   -1.52,   -0.20,   -1.65,   -1.50,   -2.77
197810,  -12.83,   -9.57,  -13.40,  -16.26,   -8.32,  -10.54,  -11.30,  -14.79,  -21.46,  -13.40,  -10.53,   -7.07,  -10.24,  -10.88,  -11.44,  -11.10,  -13.09,  -16.80
197811,    3.96,    2.92,    4.11,    3.88,    3.51,    2.86,    2.81,    4.72,    6.57,    2.53,    4.02,    3.24,    2.47,    3.31,    2.55,    3.16,    4.29,    5.24
197812,    0.74,    1.64,    2.19,    1.49,    1.83,    0.97,    1.71,    2.11,    1.13,    1.68,    0.27,    2.68,    0.15,    1.88,    1.26,    2.32,    2.67,    1.43
197901,    6.26,    4.74,    4.62,    8.19,    4.91,    5.03,    3.91,    5.21,   11.49,    6.49,    5.04,    4.84,    5.57,    4.44,    4.08,    3.66,    4.83,    5.68
197902,   -2.62,   -2.77,   -3.73,   -2.87,   -2.05,   -3.66,   -3.11,   -3.70,   -3.39,   -2.59,   -2.46,   -1.84,   -3.51,   -3.83,   -2.63,   -3.78,   -3.08,   -4.47
197903,    8.40,    5.30,    7.52,    9.51,    5.38,    5.47,    6.25,    8.75,   11.98,    8.20,    7.70,    4.14,    5.71,    5.21,    6.77,    5.52,    7.73,   10.05
197904,    0.77,    0.51,    0.95,    1.35,   -0.48,    0.83,    1.28,    1.48,    2.75,    0.59,    0.40,   -0.97,    0.82,    0.85,    2.14,    0.07,    2.16,    0.65
197905,   -2.12,   -1.48,   -1.09,   -1.36,   -1.50,   -2.09,   -1.40,   -0.86,   -2.36,   -0.81,   -2.61,   -0.87,   -1.81,   -2.40,   -1.35,   -1.47,   -0.08,   -1.83
197906,    5.39,    3.87,    5.65,    5.17,    3.12,    4.75,    5.24,    6.06,    5.29,    5.10,    5.54,    1.78,    4.56,    4.97,    5.43,    4.96,    5.62,    6.62
197907,    2.73,    0.91,    2.25,    3.33,    0.62,    2.03,    1.67,    1.94,    3.71,    3.10,    2.33,   -0.53,    2.61,    1.64,    0.95,    2.64,    1.21,    2.66
197908,    6.22,    5.69,    8.03,    7.13,    4.54,    6.85,    6.53,    8.92,    6.79,    7.35,    5.60,    3.80,    6.78,    6.91,    6.22,    6.94,    8.50,    9.32
197909,    0.59,   -0.17,   -0.44,    0.65,    0.20,    0.16,   -0.96,   -0.03,    0.90,    0.50,    0.54,   -0.04,   -0.31,    0.49,   -0.96,   -0.96,    0.27,   -0.32
197910,   -6.76,   -6.89,   -8.21,   -8.34,   -5.45,   -8.04,   -7.56,   -8.12,   -9.30,   -7.76,   -5.68,   -5.28,   -8.11,   -7.99,   -6.98,   -8.33,   -7.63,   -8.60
197911,    6.44,    5.15,    8.19,    7.68,    5.20,    4.94,    6.18,    9.45,    8.89,    6.96,    5.61,    4.91,    6.54,    3.83,    5.89,    6.58,    8.65,   10.22
197912,    2.73,    1.87,    4.37,    5.74,    0.64,    2.99,    2.18,    5.46,    9.69,    3.33,    0.69,    0.60,    3.03,    2.96,    1.61,    2.94,    4.64,    6.26
198001,    8.57,    5.35,    5.73,    8.07,    6.79,    6.32,    3.60,    7.43,    8.32,    7.91,    8.93,    5.26,    5.58,    6.85,    3.72,    3.45,    7.92,    6.96
198002,    1.99,   -0.52,   -3.12,    0.35,    2.55,   -1.33,   -3.60,   -1.92,    0.51,    0.25,    3.13,    2.12,   -2.10,   -0.79,   -2.69,   -4.79,   -2.90,   -0.99
198003,  -14.02,   -9.82,  -12.35,  -15.84,  -11.45,  -10.63,   -8.36,  -14.16,  -17.85,  -14.54,  -12.78,  -10.45,  -10.33,  -10.85,   -7.35,   -9.73,  -12.38,  -15.81
198004,    5.69,    4.71,    5.46,    5.78,    4.98,    4.18,    6.14,    4.79,    5.14,    6.18,    5.63,    4.51,    5.45,    3.29,    5.97,    6.38,    3.57,    5.98
198005,    6.61,    5.28,    7.03,    7.06,    5.07,    6.38,    5.79,    7.01,    5.45,    8.04,    6.32,    4.15,    7.31,    5.71,    4.89,    7.04,    7.55,    6.50
198006,    3.12,    3.25,    3.81,    2.41,    3.14,    2.89,    3.63,    4.85,    4.32,    1.27,    3.59,    2.81,    2.90,    2.88,    4.52,    2.41,    4.62,    5.07
198007,    7.52,    6.16,    8.38,    8.96,    4.86,    5.86,    6.96,   10.77,    8.19,    9.26,    5.79,    4.27,    7.50,    4.43,    8.40,    5.35,   11.14,   10.44
198008,    2.35,    1.95,    2.76,    2.73,    2.56,    1.05,    2.21,    3.35,    6.46,    1.29,    1.88,    2.99,    0.34,    1.70,    2.41,    1.97,    1.78,    4.79
198009,    2.33,    1.76,    5.59,    1.23,    2.20,    2.49,    2.54,    6.59,    3.69,    0.24,    3.70,    1.25,    0.06,    4.66,    1.06,    4.24,    5.21,    7.81
198010,    2.03,    1.36,    3.25,   -0.22,    1.96,    1.18,    3.57,    2.32,    2.85,   -1.50,    4.72,    0.16,   -0.21,    2.37,    2.71,    4.53,    2.45,    2.20
198011,    7.87,    9.60,   14.19,    4.61,    8.87,   10.59,   11.83,   14.70,    7.19,    3.47,   11.61,    7.02,    8.87,   12.01,   10.31,   13.50,   13.52,   15.74
198012,   -3.16,   -2.31,   -3.98,   -0.81,   -3.44,   -2.04,   -3.61,   -3.85,   -3.00,    0.20,   -5.67,   -1.87,   -0.51,   -3.26,   -3.10,   -4.15,   -5.51,   -2.43
198101,   -2.31,   -2.69,   -7.41,   -0.96,   -1.02,   -3.80,   -5.39,   -7.78,   -2.08,   -0.46,   -3.86,    0.86,   -2.39,   -4.98,   -3.99,   -6.91,   -6.07,   -9.19
198102,    2.81,    2.54,    0.34,    3.19,    3.43,    2.65,    0.67,    0.33,    1.65,    3.86,    2.37,    4.10,    3.64,    1.80,    0.95,    0.36,    0.53,    0.16
198103,    6.73,    3.11,    6.04,    9.23,    3.38,    3.91,    3.56,    6.43,    6.54,   10.38,    3.77,    3.13,    4.82,    3.12,    1.81,    5.50,    6.71,    6.20
198104,    0.33,   -1.16,   -2.28,   -0.28,    0.89,   -2.24,   -2.58,   -0.95,   -1.22,    0.11,    1.10,    0.76,   -0.58,   -3.71,   -1.18,   -4.08,    0.26,   -1.99
198105,    0.10,    1.01,    1.70,    1.45,    0.88,    0.38,    0.09,    3.34,    0.52,    1.83,   -1.56,    2.42,    0.53,    0.25,    0.68,   -0.57,    2.54,    4.07
198106,   -0.34,    0.06,   -2.44,   -1.71,   -0.04,    0.32,    0.34,   -4.18,   -1.12,   -1.94,    1.41,   -0.92,   -0.34,    0.92,    0.59,    0.05,   -4.17,   -4.19
198107,   -2.72,   -1.02,    1.95,   -2.79,   -2.07,   -1.23,    1.26,    1.66,   -0.66,   -3.79,   -2.64,   -1.81,   -1.48,   -0.91,    0.11,    2.35,    2.87,    0.25
198108,   -6.11,   -4.87,   -7.12,   -7.03,   -4.80,   -4.34,   -6.15,   -7.67,   -7.52,   -6.78,   -5.04,   -4.69,   -3.89,   -4.93,   -5.94,   -6.35,   -6.33,   -9.27
198109,   -5.94,   -3.55,   -8.58,   -5.49,   -4.64,   -3.45,   -5.82,   -9.01,   -8.30,   -4.14,   -6.45,   -3.83,   -1.45,   -6.08,   -3.45,   -8.00,   -8.76,   -9.32
198110,    5.35,    4.22,    9.04,    5.60,    2.54,    5.36,    5.95,   10.58,    7.92,    4.54,    5.07,    1.43,    3.40,    8.06,    4.89,    6.99,    9.40,   12.01
198111,    4.79,    4.62,    4.01,    4.43,    4.63,    4.68,    4.75,    3.48,    1.88,    5.65,    5.20,    4.37,    4.95,    4.32,    4.73,    4.77,    3.76,    3.15
198112,   -1.33,   -2.05,   -4.29,   -1.32,   -0.89,   -2.26,   -3.70,   -4.19,   -0.73,   -1.59,   -1.34,   -0.68,   -1.72,   -2.97,   -2.96,   -4.44,   -4.06,   -4.35
198201,   -2.63,   -0.66,   -4.64,   -2.63,   -0.22,   -1.52,   -2.00,   -5.53,   -2.19,   -2.83,   -2.63,    0.88,   -0.01,   -3.54,   -0.62,   -3.38,   -5.42,   -5.66
198202,   -2.58,   -3.25,   -8.10,   -3.06,   -2.69,   -3.15,   -5.47,   -8.67,   -4.23,   -2.51,   -2.03,   -2.97,   -2.85,   -3.56,   -3.68,   -7.31,   -8.17,   -9.28
198203,   -0.21,    0.42,   -2.60,   -0.31,    0.35,    0.77,   -0.90,   -3.40,   -1.50,    0.24,   -0.11,    0.55,    1.03,    0.42,   -0.33,   -1.52,   -2.44,   -4.58
198204,    6.07,    3.42,    5.64,    6.36,    5.07,    2.64,    4.21,    6.08,    5.19,    6.89,    5.75,    4.77,    1.74,    3.91,    3.49,    5.03,    6.07,    6.09
198205,   -3.57,   -2.57,   -2.92,   -3.91,   -2.08,   -3.04,   -2.68,   -3.13,   -4.02,   -3.87,   -3.18,   -1.59,   -2.94,   -3.18,   -2.72,   -2.63,   -1.97,   -4.57
198206,   -1.20,   -0.55,   -4.40,   -1.09,   -1.01,   -0.56,   -2.10,   -4.55,   -2.34,   -0.55,   -1.32,   -0.87,   -1.25,    0.40,   -0.22,   -4.19,   -4.62,   -4.46
198207,   -2.02,   -1.51,   -3.39,   -2.02,   -1.68,   -0.63,   -2.45,   -4.56,   -0.92,   -2.68,   -2.02,   -1.44,   -1.67,    0.11,   -3.29,   -1.23,   -4.31,   -4.83
198208,   12.34,   11.68,   12.37,   12.66,   11.47,   11.62,   12.12,   12.53,   11.37,   13.46,   11.95,   11.12,   12.83,   10.78,   12.15,   12.07,   13.03,   11.99
198209,    1.60,    1.73,    2.03,    1.39,    2.90,    1.66,    1.59,    1.60,    3.07,    0.38,    1.86,    3.67,    1.70,    1.63,    0.74,    2.80,    2.30,    0.83
198210,   14.09,   10.12,   13.79,   15.20,   11.60,    9.37,   11.00,   15.57,   17.04,   14.07,   12.76,   10.75,   10.19,    8.78,   11.26,   10.62,   13.13,   18.31
198211,    6.10,    4.35,    6.30,    7.78,    4.51,    4.42,    4.21,    7.20,    9.04,    6.98,    4.08,    4.83,    4.19,    4.58,    3.93,    4.61,    5.26,    9.28
198212,    1.14,    1.97,    0.01,    1.37,    1.54,    1.47,    2.23,   -0.66,    2.21,    0.82,    0.86,    2.06,   -0.77,    3.09,    2.90,    1.29,    0.82,   -2.18
198301,    4.67,    3.59,    4.49,    5.86,    2.54,    4.40,    3.06,    5.13,    9.44,    3.51,    3.17,    2.07,    2.87,    5.46,    2.89,    3.30,    3.83,    6.50
198302,    3.53,    3.04,    3.57,    3.34,    3.73,    2.96,    3.31,    3.36,    3.01,    3.56,    3.78,    3.70,    5.03,    1.56,    2.83,    3.97,    3.62,    3.09
198303,    5.62,    3.06,    3.36,    5.05,    5.60,    2.96,    2.77,    3.20,    6.13,    4.33,    6.33,    5.04,    2.71,    3.14,    2.12,    3.66,    3.35,    3.04
198304,    8.36,    7.52,    6.51,    8.91,    6.91,    7.90,    6.83,    6.80,    9.60,    8.44,    7.67,    6.32,    6.45,    8.92,    7.48,    5.96,    4.69,    9.00
198305,    1.35,   -0.80,    3.32,    2.32,   -0.78,   -0.84,    0.43,    4.31,    2.94,    1.89,    0.13,   -1.48,    0.28,   -1.61,   -0.30,    1.43,    3.31,    5.31
198306,    3.13,    3.41,    4.78,    4.02,    1.69,    2.62,    5.47,    4.88,    6.09,    2.57,    1.97,    1.47,    2.52,    2.68,    6.15,    4.56,    5.11,    4.66
198307,   -1.31,   -2.71,   -4.98,   -1.18,   -2.25,   -2.57,   -3.46,   -5.20,   -2.25,   -0.61,   -1.41,   -3.06,   -2.96,   -2.26,   -2.70,   -4.55,   -3.90,   -6.09
198308,    1.75,    1.03,   -0.98,   -0.83,    2.53,    1.24,    0.35,   -1.67,   -1.57,   -0.43,    3.53,    1.55,    1.45,    1.08,    0.33,    0.37,   -1.07,   -2.09
198309,    1.59,    2.28,    1.08,    2.49,    1.28,    1.53,    2.83,    1.02,    1.70,    2.90,    1.00,    1.56,    1.90,    1.24,    3.95,    1.19,    1.30,    0.83
198310,   -1.55,   -1.09,   -4.87,   -2.53,   -0.96,   -1.15,   -2.03,   -5.58,   -2.68,   -2.46,   -0.90,   -1.03,   -1.22,   -1.10,   -1.05,   -3.51,   -4.52,   -6.32
198311,    3.48,    2.24,    3.21,    4.53,    4.03,    2.75,    0.76,    3.46,    6.51,    3.51,    2.80,    5.24,    3.44,    2.22,   -0.53,    2.75,    3.80,    3.21
198312,   -0.23,   -0.83,   -1.45,    0.28,   -0.68,   -0.90,   -0.95,   -1.55,    1.12,   -0.17,   -0.57,   -0.78,    1.07,   -2.45,   -0.75,   -1.25,   -1.41,   -1.65
198401,    0.10,   -0.11,   -3.32,   -1.61,   -0.67,    2.30,   -2.42,   -3.61,   -1.15,   -1.86,    1.26,   -2.60,    0.71,    3.60,   -2.18,   -2.78,   -1.90,   -4.85
198402,   -2.99,   -3.39,   -5.31,   -6.67,   -2.48,   -2.91,   -3.54,   -6.19,   -6.19,   -6.92,   -0.59,   -4.44,   -3.81,   -2.19,   -3.46,   -3.65,   -5.88,   -6.42
198403,    2.26,    1.06,    1.02,    3.06,    2.21,   -0.35,    1.88,    0.87,    3.96,    2.56,    1.77,    2.68,    2.29,   -2.30,    2.25,    1.31,    0.67,    1.02
198404,    0.96,    0.96,   -0.39,   -2.00,    1.99,    1.19,   -0.05,   -0.14,   -3.04,   -1.42,    2.81,    1.12,    0.37,    1.83,    0.47,   -0.85,   -0.04,   -0.22
198405,   -6.02,   -4.93,   -4.79,   -6.56,   -5.81,   -4.77,   -4.34,   -5.18,   -7.18,   -6.22,   -5.71,   -5.93,   -5.10,   -4.52,   -4.51,   -4.08,   -5.69,   -4.80
198406,    1.28,    3.36,    3.24,    1.88,    1.60,    4.92,    2.37,    3.07,    2.94,    1.31,    0.92,    2.34,    3.22,    6.20,    1.61,    3.55,    2.65,    3.38
198407,   -4.34,   -1.20,   -1.65,   -5.95,   -2.94,   -1.20,    0.56,   -3.12,   -6.95,   -5.37,   -3.05,   -2.81,   -1.80,   -0.74,    0.42,    0.70,   -1.84,   -4.31
