This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198010,    269.82,     71.84,    620.63,    263.21,    282.06,    461.12,    343.81,    667.53,    580.18,    276.56,    249.16,    273.60,    289.87,    458.05,    464.68,    473.31,    246.25
198011,    279.75,     73.37,    634.50,    266.69,    283.05,    476.57,    344.00,    681.93,    593.39,    278.63,    254.19,    270.36,    294.76,    475.83,    477.44,    468.74,    250.12
198012,    312.62,     78.96,    701.14,    280.10,    304.53,    550.54,    369.55,    729.75,    676.47,    297.92,    261.41,    297.34,    311.16,    570.85,    527.27,    493.07,    277.03
198101,    300.29,     75.26,    682.64,    282.37,    304.71,    531.10,    368.89,    717.03,    652.47,    299.10,    264.83,    298.10,    310.78,    539.85,    521.11,    503.11,    267.64
198102,    292.52,     73.08,    657.69,    272.27,    297.27,    490.69,    363.26,    697.71,    622.45,    291.20,    252.35,    285.76,    307.92,    493.59,    487.40,    503.80,    256.50
198103,    295.24,     73.78,    677.09,    279.51,    306.32,    498.08,    363.30,    727.56,    632.69,    300.88,    257.02,    294.27,    317.32,    502.44,    493.13,    501.36,    258.07
198104,    306.67,     79.77,    688.50,    299.27,    328.74,    524.55,    383.26,    740.28,    643.22,    324.16,    273.17,    313.97,    342.13,    527.42,    521.27,    527.53,    273.80
198105,    307.78,     79.57,    669.06,    289.18,    329.88,    510.28,    386.14,    715.67,    628.30,    312.39,    264.83,    317.02,    341.49,    500.35,    521.71,    538.49,    271.20
198106,    308.57,     80.17,    662.26,    288.17,    336.67,    512.30,    396.67,    713.45,    617.49,    309.94,    265.53,    323.57,    348.50,    503.53,    522.44,    551.33,    280.00
198107,    322.71,     64.15,    637.21,    320.93,    300.40,    513.25,    314.05,    859.01,    427.14,    382.89,    253.94,    294.43,    306.85,    468.59,    556.75,    470.88,    231.64
198108,    325.87,     64.30,    644.60,    314.64,    292.08,    512.32,    315.44,    861.19,    440.42,    378.64,    246.32,    285.03,    299.70,    468.76,    554.93,    471.30,    233.29
198109,    305.73,     60.80,    604.99,    294.70,    266.22,    487.96,    296.70,    814.81,    407.24,    354.53,    230.54,    256.04,    277.14,    439.99,    534.27,    448.85,    216.30
198110,    291.57,     55.47,    566.86,    277.17,    252.12,    460.26,    278.62,    775.62,    370.16,    329.81,    220.47,    242.68,    262.17,    409.43,    509.77,    423.70,    201.53
198111,    306.48,     59.65,    582.78,    293.70,    271.62,    485.05,    302.41,    809.28,    368.41,    350.29,    232.45,    262.62,    281.16,    428.96,    539.18,    457.83,    220.25
198112,    324.68,     62.12,    610.19,    305.55,    281.50,    501.90,    314.09,    853.45,    381.11,    364.78,    240.86,    280.30,    282.77,    448.55,    553.61,    467.98,    232.53
198201,    315.86,     60.78,    596.52,    297.58,    277.08,    493.43,    304.97,    834.81,    371.11,    355.50,    234.00,    273.70,    280.67,    433.96,    551.33,    458.06,    224.25
198202,    312.89,     58.93,    586.48,    287.08,    268.41,    483.16,    295.60,    823.67,    363.17,    340.76,    228.16,    262.95,    274.24,    418.44,    545.89,    448.58,    214.93
198203,    298.81,     55.78,    550.04,    274.28,    258.20,    449.74,    281.72,    765.05,    346.71,    321.55,    222.15,    250.82,    266.13,    395.41,    502.16,    426.32,    205.27
198204,    290.68,     55.88,    546.49,    271.00,    251.88,    453.70,    274.59,    759.10,    345.47,    317.52,    220.36,    244.91,    259.36,    401.67,    503.21,    417.36,    198.69
198205,    303.64,     56.04,    570.73,    283.51,    267.27,    468.92,    287.80,    798.27,    357.67,    330.87,    232.16,    258.05,    277.14,    420.66,    514.41,    435.24,    208.97
198206,    296.07,     55.50,    555.86,    269.55,    253.07,    458.85,    277.46,    776.43,    348.39,    313.44,    221.75,    245.23,    261.46,    408.63,    506.60,    418.42,    202.10
198207,    253.78,     69.28,    378.42,    374.45,    350.21,    338.49,    204.48,    443.54,    315.34,    398.74,    349.39,    482.36,    228.68,    270.93,    402.60,    359.45,    139.89
198208,    246.27,     67.51,    365.83,    367.95,    348.21,    335.80,    197.65,    428.15,    305.74,    384.63,    350.75,    483.65,    223.69,    265.91,    401.31,    352.24,    133.10
198209,    269.88,     73.34,    404.20,    410.74,    392.22,    374.68,    224.18,    480.34,    331.13,    430.98,    389.76,    539.54,    258.56,    299.50,    445.99,    394.43,    152.96
198210,    278.69,     76.78,    414.05,    416.96,    404.02,    381.11,    227.55,    492.92,    339.07,    436.53,    396.58,    557.86,    262.73,    302.58,    455.57,    400.99,    154.64
198211,    307.89,     84.76,    467.18,    458.78,    449.90,    428.35,    260.04,    549.14,    388.90,    483.24,    433.42,    611.74,    300.68,    346.88,    505.92,    453.55,    178.09
198212,    321.47,     88.15,    479.46,    476.72,    473.45,    450.68,    281.26,    565.80,    397.39,    494.35,    458.60,    639.50,    321.01,    372.52,    525.09,    485.05,    194.68
198301,    321.80,     90.77,    489.83,    483.46,    493.26,    463.24,    285.61,    580.28,    403.10,    507.28,    459.08,    679.16,    322.65,    381.82,    540.74,    492.68,    197.15
198302,    334.07,     95.40,    503.25,    493.42,    513.60,    494.89,    302.37,    601.71,    409.76,    519.70,    466.40,    710.29,    336.42,    398.30,    586.81,    507.65,    214.51
198303,    346.83,     99.42,    517.87,    512.88,    523.59,    501.50,    311.76,    614.88,    425.34,    538.62,    486.41,    715.28,    351.71,    415.44,    582.69,    521.45,    221.49
198304,    363.61,    103.11,    551.56,    531.96,    544.28,    510.91,    319.26,    659.16,    448.45,    561.53,    501.99,    748.89,    361.66,    421.68,    595.05,    532.28,    227.21
198305,    390.31,    112.23,    589.98,    567.76,    589.75,    553.10,    341.09,    705.90,    478.89,    601.82,    533.05,    824.21,    380.49,    463.92,    636.83,    569.29,    242.29
198306,    391.03,    117.07,    590.76,    566.26,    592.45,    557.40,    349.95,    696.99,    487.53,    596.67,    534.69,    818.77,    390.46,    473.54,    636.11,    579.56,    250.16
198307,    348.13,    110.24,    478.05,    468.13,    730.20,    589.12,    491.74,    576.19,    386.57,    428.51,    506.64,    498.22,    994.66,    752.61,    428.01,    784.97,    322.12
198308,    345.28,    105.38,    460.70,    453.40,    707.59,    573.19,    472.77,    551.73,    375.88,    418.07,    487.59,    475.43,    973.76,    730.20,    418.45,    765.34,    304.26
198309,    351.31,    105.39,    465.45,    450.70,    705.89,    578.75,    478.25,    552.04,    384.43,    418.76,    481.33,    472.06,    970.41,    740.71,    420.70,    789.04,    299.13
198310,    356.02,    106.47,    471.20,    458.61,    729.61,    595.45,    495.03,    562.84,    385.11,    425.54,    490.21,    488.02,   1003.08,    758.00,    436.84,    814.29,    309.66
198311,    355.09,    101.60,    459.42,    445.36,    713.73,    580.96,    481.75,    549.86,    374.48,    410.24,    479.04,    485.63,    973.41,    741.73,    423.33,    806.76,    293.84
198312,    361.29,    105.03,    477.66,    463.96,    725.53,    602.21,    488.78,    572.24,    389.27,    427.63,    498.97,    502.61,    979.32,    757.97,    446.46,    823.23,    295.42
198401,    359.57,    105.25,    484.02,    461.20,    725.41,    598.57,    480.85,    581.30,    392.25,    425.84,    495.12,    490.97,    993.86,    752.44,    445.46,    815.01,    287.52
198402,    368.50,    112.12,    474.61,    451.99,    701.84,    578.53,    481.89,    570.84,    383.39,    414.88,    487.58,    471.87,    963.98,    723.43,    432.90,    830.36,    280.89
198403,    351.39,    110.11,    452.13,    429.57,    670.11,    550.39,    383.06,    541.30,    367.64,    391.89,    465.39,    445.86,    924.74,    693.65,    407.13,    588.41,    264.53
198404,    355.77,    110.68,    465.75,    439.68,    683.04,    561.26,    378.33,    558.02,    378.74,    404.06,    473.39,    451.70,    945.71,    703.56,    418.23,    580.38,    261.41
198405,    363.47,    111.54,    467.08,    443.09,    689.54,    561.00,    375.54,    560.78,    378.75,    404.82,    479.76,    455.43,    958.33,    704.07,    417.20,    580.82,    256.44
198406,    345.56,    108.35,    439.41,    416.56,    648.41,    524.77,    361.21,    527.63,    355.83,    384.01,    447.73,    416.71,    913.21,    656.69,    392.86,    562.66,    244.78
198407,    396.00,     93.32,    461.33,    466.84,    523.01,    442.74,    181.49,    484.91,    435.59,    442.90,    488.25,    585.35,    446.28,    453.35,    433.51,    287.83,    135.17
198408,    386.62,     89.95,    446.18,    462.39,    519.20,    438.21,    176.24,    468.27,    421.88,    429.05,    492.21,    585.31,    437.40,    448.25,    429.42,    282.55,    130.10
198409,    425.17,     95.59,    493.67,    510.79,    586.23,    484.55,    195.76,    514.66,    470.74,    475.61,    542.37,    661.44,    493.84,    489.22,    480.44,    318.50,    142.43
198410,    427.35,     97.40,    497.45,    512.39,    582.66,    491.25,    195.58,    520.48,    472.09,    476.32,    544.85,    660.91,    486.46,    499.14,    484.37,    318.20,    141.92
198411,    421.60,     96.21,    498.07,    510.03,    587.65,    496.05,    196.65,    520.80,    473.30,    470.50,    545.30,    658.83,    497.67,    508.41,    485.30,    322.69,    141.66
198412,    414.48,     96.66,    496.97,    501.97,    577.30,    490.46,    191.49,    519.56,    472.39,    462.07,    537.38,    644.97,    491.68,    499.29,    482.79,    318.33,    135.93
198501,    423.50,     97.43,    502.87,    513.64,    595.27,    512.21,    200.31,    522.35,    481.42,    462.78,    559.14,    661.56,    512.33,    512.42,    512.03,    329.46,    143.65
198502,    455.79,    104.80,    538.46,    559.04,    653.00,    556.64,    223.86,    562.94,    511.60,    509.54,    602.94,    727.87,    559.15,    554.27,    558.70,    366.30,    161.69
198503,    465.56,    109.31,    557.47,    567.38,    653.97,    562.67,    226.50,    585.66,    526.86,    521.23,    608.27,    732.57,    556.86,    562.19,    563.08,    371.52,    163.33
198504,    471.09,    109.54,    554.25,    566.57,    642.25,    569.27,    224.53,    577.61,    528.77,    527.11,    601.37,    710.28,    557.79,    572.88,    566.18,    368.15,    161.67
198505,    471.13,    110.81,    555.74,    559.85,    643.67,    569.10,    224.33,    575.51,    533.93,    518.16,    596.76,    718.72,    550.40,    575.17,    563.85,    364.41,    162.62
198506,    500.91,    114.10,    573.90,    598.20,    668.01,    608.40,    240.02,    587.42,    559.02,    552.56,    638.59,    745.77,    571.18,    614.78,    602.83,    392.52,    172.76
198507,    660.97,     90.63,    468.17,    594.47,    502.20,    436.39,    213.95,    387.59,    552.90,    683.99,    480.93,    431.72,    581.15,    362.16,    513.24,    431.82,    113.08
198508,    657.48,     92.06,    472.30,    607.69,    497.05,    428.98,    210.31,    395.47,    552.79,    704.20,    485.70,    427.75,    574.72,    363.80,    495.33,    417.17,    114.13
198509,    662.03,     93.93,    464.95,    595.54,    487.98,    428.01,    209.65,    387.85,    546.38,    689.74,    476.78,    418.54,    565.50,    361.24,    495.97,    418.40,    112.69
198510,    637.91,     91.50,    442.23,    569.35,    468.49,    408.89,    199.25,    367.78,    521.20,    659.69,    455.84,    399.30,    545.43,    348.28,    470.59,    397.93,    106.13
198511,    671.13,     96.65,    457.07,    593.38,    495.98,    428.68,    208.54,    378.74,    540.83,    687.72,    475.55,    420.84,    579.94,    358.78,    499.52,    416.55,    110.19
198512,    703.57,    101.75,    492.35,    635.05,    531.66,    457.92,    225.73,    417.20,    571.50,    723.98,    525.05,    448.17,    624.23,    388.57,    527.27,    449.45,    118.66
198601,    724.99,    103.07,    517.07,    683.03,    558.84,    499.95,    236.89,    440.36,    597.90,    798.66,    540.56,    468.14,    659.05,    435.62,    564.00,    470.23,    125.25
198602,    722.90,    105.51,    521.26,    680.97,    579.09,    515.30,    242.46,    437.33,    610.45,    795.60,    539.60,    479.97,    688.22,    450.56,    579.76,    476.38,    130.05
198603,    778.27,    113.39,    552.91,    729.02,    627.33,    559.00,    261.72,    469.81,    641.60,    839.18,    594.65,    512.91,    753.30,    493.72,    623.11,    511.06,    140.97
198604,    827.59,    118.10,    581.28,    760.90,    672.65,    591.59,    276.94,    490.61,    678.07,    872.51,    624.15,    552.95,    803.41,    525.69,    656.00,    541.09,    149.27
198605,    816.66,    118.43,    572.27,    774.52,    653.10,    584.39,    273.46,    484.81,    665.65,    885.24,    636.89,    544.54,    772.81,    526.19,    642.06,    530.62,    148.59
198606,    864.08,    124.72,    599.02,    806.65,    690.68,    619.44,    285.89,    509.02,    696.01,    913.10,    673.59,    577.98,    815.00,    554.53,    683.46,    553.75,    156.69
198607,    751.52,    123.02,    709.39,    778.39,    542.24,    658.38,    356.68,    472.56,    995.32,    895.84,    659.51,    426.01,    678.02,    728.17,    592.06,    597.15,    237.85
198608,    725.05,    118.05,    659.48,    713.58,    511.13,    637.93,    340.23,    440.73,    923.95,    825.61,    599.73,    395.52,    645.18,    698.03,    580.84,    581.16,    221.38
198609,    773.50,    126.72,    703.87,    756.71,    551.92,    683.01,    365.51,    470.81,    987.00,    873.52,    637.98,    424.89,    700.03,    745.95,    622.72,    631.39,    234.14
198610,    708.29,    118.78,    651.01,    711.21,    506.55,    612.17,    338.94,    441.09,    905.35,    829.46,    591.50,    393.33,    638.73,    675.78,    550.74,    571.81,    224.08
198611,    755.92,    126.58,    692.26,    734.38,    539.04,    641.79,    354.62,    468.41,    962.74,    834.07,    633.85,    419.22,    678.47,    706.79,    579.03,    600.06,    234.00
198612,    775.05,    128.71,    713.92,    747.49,    532.41,    655.01,    356.83,    478.53,    998.55,    848.73,    644.96,    416.42,    666.96,    721.56,    589.61,    615.59,    229.49
198701,    762.62,    126.99,    699.13,    722.16,    524.42,    640.14,    356.23,    459.25,    988.02,    815.33,    628.19,    407.20,    658.99,    700.51,    580.31,    609.51,    230.71
198702,    875.97,    144.93,    795.26,    805.54,    593.95,    714.29,    400.51,    519.57,   1129.19,    903.80,    706.43,    461.20,    747.13,    783.89,    644.38,    689.45,    258.10
198703,    904.08,    147.66,    834.26,    863.38,    626.31,    728.91,    424.07,    554.53,   1173.06,    971.06,    753.83,    493.13,    780.68,    801.99,    656.16,    726.49,    276.65
198704,    942.38,    155.37,    862.25,    896.87,    620.84,    733.85,    424.13,    565.81,   1223.41,   1026.39,    763.95,    492.66,    770.88,    812.17,    656.24,    713.65,    281.47
198705,    927.86,    155.56,    857.89,    901.48,    614.13,    715.07,    407.09,    561.05,   1215.66,   1048.10,    751.64,    480.11,    769.77,    807.35,    623.22,    678.66,    273.51
198706,    936.33,    155.96,    872.28,    902.69,    619.33,    713.57,    405.36,    568.37,   1235.92,   1052.70,    749.39,    482.41,    779.93,    805.72,    622.25,    673.74,    272.63
198707,   1291.63,    135.66,    703.85,    656.32,    566.30,    724.75,    270.48,    596.26,    841.34,    708.08,    601.50,    560.54,    573.10,    692.12,    748.28,    398.63,    210.16
198708,   1351.89,    139.66,    745.30,    692.20,    592.48,    748.49,    277.04,    627.73,    894.50,    747.48,    634.51,    586.40,    599.64,    720.39,    768.77,    404.07,    216.94
198709,   1418.51,    141.85,    770.24,    718.04,    620.68,    784.68,    288.62,    642.25,    932.83,    784.53,    648.67,    618.90,    622.76,    747.70,    811.29,    423.76,    224.63
198710,   1391.26,    138.96,    758.15,    708.78,    615.85,    777.07,    284.57,    629.73,    921.27,    768.54,    645.66,    619.04,    612.14,    731.47,    809.60,    421.15,    220.09
198711,   1105.04,    112.15,    604.28,    528.89,    455.48,    612.26,    214.54,    503.41,    732.08,    571.46,    484.09,    455.37,    455.60,    584.72,    631.65,    318.94,    165.00
198712,   1012.00,    104.78,    551.61,    497.42,    420.99,    574.50,    202.35,    460.64,    666.05,    539.62,    453.16,    419.26,    423.03,    554.30,    588.60,    301.92,    155.20
198801,   1081.54,    111.21,    584.42,    541.35,    467.29,    617.32,    220.80,    495.04,    696.45,    585.70,    494.45,    471.32,    462.59,    587.60,    638.07,    328.12,    169.93
198802,   1127.33,    120.33,    618.46,    559.74,    480.99,    645.72,    231.47,    509.92,    754.51,    604.11,    512.63,    489.29,    471.22,    621.66,    662.63,    347.21,    176.63
198803,   1177.70,    124.30,    649.62,    599.05,    518.85,    666.60,    245.61,    530.85,    798.75,    649.10,    545.86,    518.71,    519.01,    651.93,    676.82,    365.35,    188.67
198804,   1139.19,    128.06,    643.05,    590.29,    514.04,    648.26,    240.37,    535.59,    777.51,    640.86,    536.98,    508.73,    520.29,    631.30,    660.08,    356.13,    185.26
198805,   1162.21,    130.72,    646.03,    597.77,    520.58,    647.93,    241.89,    542.17,    774.67,    650.28,    542.64,    510.66,    532.22,    631.36,    659.57,    356.28,    187.87
198806,   1167.03,    134.77,    650.42,    599.26,    521.24,    654.55,    243.56,    543.15,    784.63,    653.50,    541.55,    511.52,    532.60,    634.46,    668.81,    361.28,    187.67
198807,   1018.28,    122.00,    594.56,    668.33,    408.67,    434.34,    174.07,    550.28,    640.61,    653.85,    683.10,    395.08,    417.64,    432.43,    436.21,    248.77,    138.72
198808,   1016.36,    125.06,    590.56,    663.58,    398.92,    426.98,    172.62,    546.86,    635.81,    652.82,    674.48,    389.01,    405.42,    429.01,    424.98,    244.68,    138.48
198809,    987.96,    123.33,    576.22,    643.23,    388.90,    414.27,    167.58,    537.27,    616.42,    630.30,    656.31,    380.62,    394.33,    415.04,    413.52,    235.39,    135.33
198810,   1026.38,    126.59,    606.28,    673.16,    406.26,    433.60,    176.64,    565.50,    648.72,    666.12,    680.25,    392.40,    415.51,    435.72,    431.49,    249.30,    142.45
198811,   1052.91,    129.68,    621.74,    688.34,    408.49,    434.49,    175.23,    579.86,    665.33,    687.59,    689.09,    395.76,    416.92,    439.08,    429.92,    246.29,    141.52
198812,   1037.07,    128.10,    619.46,    673.22,    400.33,    424.39,    170.22,    572.86,    668.36,    673.79,    672.64,    382.48,    412.31,    429.03,    419.76,    240.20,    136.95
198901,   1034.02,    131.43,    627.28,    691.59,    412.47,    430.49,    178.23,    576.88,    680.65,    695.02,    688.12,    387.87,    428.87,    439.15,    421.75,    254.51,    142.00
198902,   1109.89,    137.59,    667.51,    724.87,    432.68,    463.97,    191.35,    614.65,    723.51,    733.63,    715.96,    420.25,    440.92,    474.77,    453.10,    273.35,    152.52
198903,   1083.53,    137.95,    657.52,    712.23,    429.21,    459.12,    189.84,    601.58,    716.77,    718.76,    705.62,    422.33,    433.70,    469.10,    449.07,    270.88,    151.47
198904,   1105.29,    142.57,    680.16,    730.31,    439.91,    472.13,    197.51,    618.99,    745.52,    741.68,    718.80,    434.25,    443.63,    478.70,    465.47,    282.83,    156.77
198905,   1163.13,    149.76,    721.96,    776.41,    457.08,    494.64,    207.57,    650.42,    798.43,    794.02,    758.65,    447.94,    463.10,    503.46,    485.62,    295.60,    165.37
198906,   1187.56,    155.77,    753.57,    816.01,    479.96,    519.42,    216.35,    681.36,    830.80,    827.11,    804.76,    472.80,    484.60,    519.46,    519.38,    307.73,    172.36
198907,   1036.91,    127.62,    650.52,    702.44,    615.03,    374.48,    237.69,    654.95,    645.56,    731.88,    671.17,    872.53,    387.17,    380.70,    368.51,    342.42,    163.56
198908,   1125.84,    132.36,    690.97,    763.33,    663.66,    398.51,    252.75,    682.20,    700.67,    787.61,    737.31,    949.90,    409.47,    407.64,    389.68,    364.62,    173.65
198909,   1149.71,    134.38,    707.17,    784.45,    678.00,    408.69,    260.27,    697.88,    717.44,    812.93,    753.66,    952.58,    433.32,    419.54,    398.19,    378.32,    176.87
198910,   1146.97,    138.11,    711.49,    786.89,    688.59,    411.26,    261.71,    705.49,    718.24,    820.58,    751.09,    969.09,    436.61,    417.96,    404.77,    379.65,    177.73
198911,   1111.05,    140.18,    728.67,    768.36,    675.39,    392.09,    249.78,    757.24,    696.98,    808.34,    726.04,    953.12,    424.87,    398.43,    385.95,    365.33,    167.47
198912,   1133.44,    140.91,    758.51,    789.71,    690.33,    396.26,    249.16,    791.89,    721.21,    834.81,    742.17,    968.81,    438.21,    407.49,    385.36,    366.20,    165.94
199001,   1166.48,    143.05,    775.04,    810.81,    702.03,    398.41,    253.74,    802.99,    743.59,    866.21,    753.41,    992.47,    439.18,    413.39,    383.92,    371.74,    169.54
199002,   1080.91,    136.76,    716.79,    730.78,    649.31,    370.23,    236.72,    753.97,    674.65,    804.04,    655.18,    922.80,    404.08,    383.93,    357.13,    350.83,    155.03
199003,   1094.05,    138.10,    730.78,    733.02,    659.58,    381.28,    245.35,    766.52,    690.28,    811.64,    651.52,    936.63,    412.41,    398.98,    364.37,    362.87,    161.02
199004,   1126.50,    139.22,    741.92,    753.00,    685.04,    387.24,    255.20,    771.28,    708.04,    837.85,    665.43,    968.92,    430.72,    411.00,    364.45,    374.89,    168.43
199005,   1099.12,    134.28,    734.95,    728.92,    674.26,    366.70,    250.06,    758.83,    707.67,    813.97,    640.74,    958.27,    418.76,    391.64,    342.68,    364.52,    166.19
199006,   1200.56,    142.27,    808.14,    803.53,    743.25,    404.49,    273.09,    834.79,    778.03,    897.40,    706.18,   1064.63,    456.97,    438.84,    371.68,    401.11,    179.87
199007,   1080.81,    104.28,    819.58,    891.78,    564.73,    664.22,    288.86,    895.51,    733.96,   1054.15,    744.10,    502.58,    639.88,    615.79,    715.07,    444.41,    205.96
199008,   1085.56,    105.18,    813.94,    891.38,    533.25,    656.01,    281.79,    895.48,    721.16,   1048.49,    747.24,    475.17,    603.48,    601.95,    713.18,    429.58,    202.86
199009,    986.16,     96.10,    740.36,    806.44,    471.61,    595.37,    252.08,    812.48,    657.53,    926.16,    695.65,    427.79,    525.37,    544.25,    649.44,    385.15,    181.28
199010,    936.43,     90.08,    716.20,    753.31,    441.68,    562.18,    233.78,    797.08,    622.50,    843.22,    670.49,    393.76,    500.54,    511.45,    615.46,    363.03,    165.39
199011,    932.18,     89.70,    726.49,    746.09,    425.97,    557.68,    228.50,    804.92,    636.31,    834.90,    664.72,    374.11,    489.70,    506.22,    611.95,    357.34,    160.29
199012,    995.94,     91.89,    767.95,    790.43,    465.33,    594.22,    251.57,    856.59,    665.58,    889.30,    699.87,    400.57,    545.28,    552.20,    638.24,    389.70,    178.16
199101,   1019.51,     94.95,    779.74,    818.37,    490.70,    619.93,    259.98,    872.94,    672.52,    910.29,    733.85,    419.64,    578.94,    573.33,    668.74,    401.60,    184.46
199102,   1062.48,     97.71,    807.95,    866.60,    522.70,    665.04,    278.67,    893.58,    709.38,    985.33,    757.51,    443.70,    620.80,    622.22,    709.92,    424.15,    200.56
199103,   1135.30,    105.08,    858.89,    947.75,    566.35,    712.09,    305.73,    943.58,    761.35,   1062.45,    842.87,    474.11,    680.90,    668.72,    757.72,    463.41,    221.66
199104,   1159.26,    109.11,    887.16,    976.49,    615.08,    732.86,    322.43,    975.82,    784.59,   1100.63,    862.96,    496.68,    764.23,    684.74,    783.32,    484.55,    236.21
199105,   1163.83,    109.94,    903.10,    976.79,    615.16,    734.63,    328.16,    984.72,    807.69,   1088.28,    874.41,    498.37,    762.42,    684.12,    787.60,    497.45,    237.80
199106,   1215.80,    113.57,    928.45,   1019.16,    646.92,    755.99,    342.60,   1006.43,    836.88,   1139.67,    908.01,    521.60,    806.46,    712.52,    801.26,    512.44,    251.48
199107,   1242.03,    120.72,    822.84,    524.14,    764.69,    482.07,    315.98,    900.22,    763.29,    593.37,    453.45,    524.63,   1053.50,    441.51,    519.93,    551.07,    192.05
199108,   1301.42,    125.72,    873.12,    554.01,    796.43,    509.17,    339.92,    936.20,    824.25,    625.68,    480.50,    543.97,   1098.86,    470.08,    545.40,    592.29,    206.84
199109,   1333.16,    128.96,    898.25,    564.33,    820.79,    531.50,    353.87,    953.22,    855.33,    634.19,    492.69,    565.50,   1125.53,    489.50,    570.55,    620.28,    214.31
199110,   1308.82,    133.68,    886.31,    561.08,    841.74,    538.78,    353.38,    939.06,    845.17,    617.39,    503.33,    561.19,   1176.64,    496.15,    578.41,    617.00,    215.91
199111,   1336.46,    135.61,    896.95,    570.44,    868.76,    551.06,    358.44,    962.54,    846.31,    623.52,    516.00,    591.54,   1198.24,    504.64,    594.48,    610.79,    225.02
199112,   1278.32,    135.17,    880.13,    548.42,    837.12,    539.26,    344.08,    949.68,    826.51,    598.05,    497.51,    558.58,   1173.44,    499.90,    575.93,    584.66,    216.42
199201,   1418.82,    144.56,    994.32,    616.20,    941.42,    610.71,    393.88,   1073.83,    933.66,    679.86,    550.88,    622.07,   1325.33,    572.93,    645.76,    662.97,    250.72
199202,   1396.68,    146.88,    993.66,    619.98,    926.15,    620.44,    406.60,   1084.00,    924.81,    686.24,    551.72,    626.51,   1286.34,    576.12,    661.80,    695.35,    252.67
199203,   1417.27,    148.69,    997.72,    632.12,    946.32,    632.48,    412.74,   1075.67,    938.31,    697.76,    564.19,    646.67,   1310.41,    598.49,    664.41,    711.18,    253.58
199204,   1385.90,    151.34,    983.24,    615.66,    950.17,    632.66,    409.77,   1050.75,    931.86,    680.86,    548.18,    643.40,   1319.62,    614.76,    649.64,    704.17,    252.15
199205,   1431.00,    155.36,    988.93,    625.11,    975.79,    635.40,    398.80,   1059.53,    935.20,    692.22,    555.94,    649.65,   1365.40,    619.13,    650.66,    682.34,    246.68
199206,   1446.12,    157.84,    986.17,    624.04,    982.94,    639.72,    409.76,   1049.83,    937.32,    694.59,    550.67,    653.90,   1380.31,    620.47,    657.77,    701.33,    254.79
199207,   1177.33,    149.62,    924.82,    856.42,    952.65,    774.45,    459.09,    969.73,    880.26,    935.04,    782.41,   1261.28,    687.95,   1015.91,    547.11,    870.31,    278.27
199208,   1225.40,    160.43,    975.25,    898.29,    988.53,    806.47,    475.98,   1029.08,    921.41,    981.27,    820.81,   1315.12,    708.60,   1052.48,    574.98,    896.20,    289.40
199209,   1213.89,    158.42,    963.16,    886.93,    974.74,    767.29,    462.80,   1030.61,    896.52,    960.51,    817.71,   1299.95,    694.99,    995.54,    551.87,    879.84,    278.09
199210,   1219.80,    162.40,    974.92,    900.87,    999.44,    789.98,    476.60,   1045.08,    905.59,    982.65,    823.63,   1328.97,    713.94,   1026.28,    569.92,    903.70,    286.98
199211,   1222.09,    163.50,    989.17,    914.69,   1024.84,    812.63,    492.39,   1059.74,    919.44,    999.20,    835.24,   1372.15,    724.26,   1051.21,    590.51,    917.87,    301.13
199212,   1254.19,    168.15,   1022.84,    951.21,   1073.99,    860.53,    527.27,   1096.44,    949.54,   1041.90,    865.96,   1430.20,    764.75,   1125.36,    614.79,    983.40,    323.90
199301,   1263.32,    175.67,   1035.91,    973.10,   1097.37,    902.88,    547.80,   1108.78,    963.34,   1070.54,    881.92,   1451.58,    789.88,   1180.89,    646.66,   1030.44,    332.38
199302,   1258.59,    182.29,   1039.16,    987.80,   1116.35,    940.76,    556.26,   1108.06,    970.54,   1082.47,    899.25,   1466.14,    809.32,   1240.95,    664.18,   1048.10,    337.81
199303,   1259.52,    188.11,   1049.67,   1003.92,   1139.94,    943.57,    547.46,   1120.24,    979.10,   1106.05,    908.37,   1487.25,    833.96,   1243.29,    666.55,   1044.11,    326.25
199304,   1287.19,    195.43,   1084.22,   1037.46,   1172.54,    982.66,    574.52,   1156.08,   1012.37,   1151.16,    931.55,   1495.54,    892.93,   1292.92,    692.29,   1090.98,    343.91
199305,   1258.66,    194.56,   1071.45,   1018.94,   1122.55,    955.31,    550.29,   1131.35,   1012.03,   1137.68,    908.82,   1411.04,    874.97,   1249.14,    678.54,   1040.62,    331.02
199306,   1291.72,    198.69,   1092.16,   1051.66,   1151.09,    989.49,    574.95,   1149.13,   1035.42,   1185.72,    927.33,   1437.65,    904.25,   1295.32,    700.55,   1092.17,    344.50
